program_id,task_id,diff_hunks,changed_buggy_lines,decision,faulty_lines,exclusion_reason,justification,timestamp
45575170,abc272_d,1,[25],include,[25],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45511246,abc272_e,1,"[21, 22]",exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46719819,abc272_f,2,[289],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
49227972,abc272_f,1,[161],include,[161],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
47192828,abc272_g,1,[15],include,[15],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
48246740,abc272_g,1,[29],include,[29],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
48872899,abc272_g,1,[],exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
48974864,abc272_g,1,[13],include,[13],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
52009362,abc272_g,1,[104],include,[104],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
53473806,abc272_g,1,[104],include,[104],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
54704821,abc272_g,1,[34],include,[34],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
52009785,abc273_c,1,"[273, 274]",exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45461646,abc273_d,1,[60],include,[60],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
35719660,abc273_g,1,[102],include,[102],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46033282,abc274_d,1,[34],include,[34],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45512531,abc274_e,1,[32],include,[32],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
50475104,abc274_f,1,[30],include,[30],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
44917428,abc275_c,1,[13],include,[13],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45458655,abc275_f,1,[3],include,[3],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
36145190,abc275_g,1,[82],include,[82],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
37220565,abc275_g,1,[21],include,[21],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45111251,abc276_d,9,"[4, 8, 13, 43]",exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45303110,abc276_d,1,[33],include,[33],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
36291832,abc276_h,1,[87],include,[87],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45302782,abc277_d,1,[29],include,[29],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45573210,abc277_d,1,[31],include,[31],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46193940,abc277_d,1,[25],include,[25],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45112675,abc277_e,1,[23],include,[23],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46166743,abc277_e,1,[29],include,[29],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
41713007,abc277_h,1,[91],include,[91],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45577064,abc278_a,1,[18],include,[18],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
44926075,abc278_d,1,[10],include,[10],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46190302,abc278_e,1,[29],include,[29],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
36887453,abc278_g,2,[70],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
44854241,abc279_d,1,"[24, 25]",exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
37231890,abc279_g,1,[72],include,[72],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45430441,abc281_b,1,[],exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45699589,abc281_b,1,[33],include,[33],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45944008,abc281_b,1,[41],include,[41],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45096639,abc281_d,1,[41],include,[41],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45038482,abc281_f,1,[34],include,[34],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45472060,abc281_f,1,[24],include,[24],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45514577,abc282_e,1,[17],include,[17],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45960750,abc282_f,1,[7],include,[7],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45277024,abc283_c,1,[],exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45462979,abc283_d,1,[15],include,[15],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45759088,abc283_e,1,[36],include,[36],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46910621,abc283_f,1,[56],include,[56],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
38648014,abc283_g,1,[21],include,[21],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
42794591,abc283_g,1,"[17, 18, 19]",exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
51990912,abc283_g,2,"[65, 77]",exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
54268895,abc283_g,1,[21],include,[21],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
37533124,abc283_h,1,[29],include,[29],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45510158,abc284_f,2,[56],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
48880084,abc285_e,1,[26],include,[26],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45471607,abc286_d,1,[43],include,[43],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45787313,abc286_d,1,[12],include,[12],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45217169,abc286_e,1,"[24, 25]",exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45479724,abc286_e,1,[18],include,[18],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46169747,abc286_e,1,[24],include,[24],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45090669,abc286_f,1,[36],include,[36],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
38302356,abc286_g,1,[54],include,[54],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
38690639,abc286_g,1,[88],include,[88],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
41126621,abc286_g,2,[45],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
38346885,abc286_h,1,[57],include,[57],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46785855,abc286_h,1,[35],include,[35],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45520506,abc287_c,1,[29],include,[29],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46180932,abc287_c,1,[46],include,[46],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45092019,abc287_d,1,[17],include,[17],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45533288,abc287_d,1,[26],include,[26],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46181501,abc287_d,1,[17],include,[17],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
51264451,abc287_e,1,[5],include,[5],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
54006112,abc287_e,1,[26],include,[26],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
54495703,abc287_e,1,[35],include,[35],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
51238563,abc287_f,1,[5],include,[5],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
40891564,abc287_g,1,[95],include,[95],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
50037780,abc287_g,1,[130],include,[130],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
50462471,abc287_g,1,[87],include,[87],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
38508416,abc287_h,1,[22],include,[22],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45491325,abc288_d,1,[23],include,[23],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
41523056,abc288_e,1,[4],include,[4],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
38697040,abc288_h,1,[52],include,[52],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45332649,abc289_c,1,[23],include,[23],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
44672786,abc289_d,1,[25],include,[25],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46033056,abc289_d,1,[22],include,[22],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45463729,abc289_e,1,[20],include,[20],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46186786,abc289_e,1,[],exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
43246591,abc289_h,3,"[102, 116, 117, 118]",exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45270856,abc290_c,1,[26],include,[26],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46162962,abc290_c,3,"[3, 9, 19]",exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
39047205,abc290_g,1,[26],include,[26],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45313651,abc291_c,1,[12],include,[12],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45489809,abc291_d,1,[9],include,[9],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45519163,abc291_d,1,[30],include,[30],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45745122,abc291_d,1,"[23, 24, 25]",exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45954675,abc291_d,1,[27],include,[27],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46206336,abc291_d,1,[27],include,[27],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45325123,abc291_e,1,[15],include,[15],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45488021,abc291_f,1,[53],include,[53],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45788276,abc291_f,1,[41],include,[41],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46006070,abc291_f,1,[35],include,[35],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
50116430,abc291_h,3,[45],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
51212589,abc291_h,1,[7],include,[7],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45291809,abc292_c,1,[19],include,[19],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45536157,abc292_c,1,[34],include,[34],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
44987159,abc292_d,1,[18],include,[18],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45523633,abc292_f,1,[16],include,[16],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
39455718,abc292_h,1,[111],include,[111],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
40600464,abc292_h,1,[80],include,[80],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
52014767,abc292_h,1,[75],include,[75],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45502821,abc293_c,1,[34],include,[34],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45665153,abc293_f,1,[38],include,[38],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45910052,abc294_d,1,[21],include,[21],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
51921412,abc294_e,1,"[10, 11]",exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46857187,abc294_f,2,[],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
47413656,abc294_f,1,[22],include,[22],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
49343974,abc294_f,1,[42],include,[42],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
53961424,abc294_f,1,[25],include,[25],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
50893680,abc294_g,2,[54],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
53664226,abc294_g,1,[172],include,[172],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45457264,abc295_b,1,[29],include,[29],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45969944,abc295_b,2,[10],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
42176175,abc295_e,1,[29],include,[29],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
42264948,abc295_e,1,[57],include,[57],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
54729841,abc295_e,1,[24],include,[24],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
40825469,abc295_g,1,[74],include,[74],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45933759,abc296_d,1,[9],include,[9],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
43917096,abc296_f,2,"[18, 29]",exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45226037,abc296_f,1,[80],include,[80],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45331429,abc296_f,1,[23],include,[23],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
50949566,abc296_f,1,[27],include,[27],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
52941375,abc296_f,1,[57],include,[57],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
40275095,abc296_h,1,[115],include,[115],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46054755,abc297_e,1,"[21, 22]",exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
47953762,abc297_f,1,[105],exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
49316217,abc297_f,1,[],exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45279577,abc298_b,1,[25],include,[25],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45483068,abc298_b,1,[7],include,[7],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45491531,abc298_b,1,[15],include,[15],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45996525,abc298_b,1,[26],include,[26],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45550904,abc298_d,1,[23],include,[23],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45710768,abc298_d,1,[26],include,[26],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46008577,abc298_e,1,[22],include,[22],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
41059627,abc298_g,1,[55],include,[55],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45695018,abc299_c,1,[30],include,[30],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45750635,abc299_c,1,[45],include,[45],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45797933,abc299_c,2,[],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45999829,abc299_c,1,[25],exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46050962,abc299_c,3,[33],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46165545,abc299_c,1,[98],include,[98],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
46179112,abc299_d,2,[102],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45347612,abc299_e,1,[39],include,[39],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
40872561,abc299_f,1,[41],include,[41],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
41069355,abc299_f,1,[7],include,[7],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
43242154,abc299_g,2,[21],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45110485,abc300_b,2,"[21, 22]",exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45723196,abc300_b,1,[1],include,[1],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45723345,abc300_c,1,[18],include,[18],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45749744,abc300_c,1,[45],include,[45],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45256387,abc300_d,1,[1],include,[1],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45218169,abc300_e,1,[44],include,[44],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45250612,abc300_e,1,[31],include,[31],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45080334,abc300_f,2,[62],exclude,[],multiple independent faults,Multi-hunk fix per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45343856,abc300_f,1,[58],include,[58],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45435689,abc300_f,1,[21],include,[21],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45923968,abc300_f,1,[14],include,[14],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45948997,abc300_f,1,[],exclude,[],multi-line fault — excluded by v2 single-line filter,Multi-line fix or insertion/deletion per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
45084922,abc300_g,1,[9],include,[9],,Single-line fix: altered operator/operand/bound/index per GROUND_TRUTH_PROTOCOL.md §3,2026-09-10T18:05:00+00:00
